chronological_rank,release_date,date_confidence,evolution_id,name,name_zh,slug,category,status,url
1157,2026-08-10,exact,1220,Everything at Once,,everything-at-once,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1220/everything-at-once
1158,2026-08-11,exact,1221,Back Shortly,,back-shortly,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1221/back-shortly
1159,2026-08-12,inferred,1222,Never Losing It,,never-losing-it,REWARDS,expired,https://www.futbin.com/26/evolutions/1222/never-losing-it
1160,2026-08-12,exact,1223,Still Got It,,still-got-it,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1223/still-got-it
1161,2026-08-13,exact,1224,RM Roles++,,rm-roles,ROLES,active,https://www.futbin.com/26/evolutions/1224/rm-roles
1162,2026-08-13,exact,1225,CM Roles++,,cm-roles,ROLES,active,https://www.futbin.com/26/evolutions/1225/cm-roles
1163,2026-08-13,exact,1226,RW Roles++,,rw-roles,ROLES,active,https://www.futbin.com/26/evolutions/1226/rw-roles
1164,2026-08-13,exact,1227,LW Roles++,,lw-roles,ROLES,active,https://www.futbin.com/26/evolutions/1227/lw-roles
1165,2026-08-13,exact,1228,CAM Roles++,,cam-roles,ROLES,active,https://www.futbin.com/26/evolutions/1228/cam-roles
1166,2026-08-13,exact,1229,RB Roles++,,rb-roles,ROLES,active,https://www.futbin.com/26/evolutions/1229/rb-roles
1167,2026-08-13,exact,1230,CB Roles++,,cb-roles,ROLES,active,https://www.futbin.com/26/evolutions/1230/cb-roles
1168,2026-08-13,exact,1231,ST Roles++,,st-roles,ROLES,active,https://www.futbin.com/26/evolutions/1231/st-roles
1169,2026-08-13,exact,1232,LM Roles++,,lm-roles,ROLES,active,https://www.futbin.com/26/evolutions/1232/lm-roles
1170,2026-08-13,exact,1233,CDM Roles++,,cdm-roles,ROLES,active,https://www.futbin.com/26/evolutions/1233/cdm-roles
1171,2026-08-13,exact,1234,GK Roles++,,gk-roles,ROLES,active,https://www.futbin.com/26/evolutions/1234/gk-roles
1172,2026-08-13,inferred,1235,LB Roles++,,lb-roles,ROLES,active,https://www.futbin.com/26/evolutions/1235/lb-roles
1173,2026-08-13,inferred,1236,Max Pace,,max-pace,SEASON 10 LEVEL: 28,active,https://www.futbin.com/26/evolutions/1236/max-pace
1174,2026-08-13,inferred,1237,Max Passing,,max-passing,SEASON 10 LEVEL: 27,active,https://www.futbin.com/26/evolutions/1237/max-passing
1175,2026-08-13,inferred,1238,Max Shooting,,max-shooting,SEASON 10 LEVEL: 21,active,https://www.futbin.com/26/evolutions/1238/max-shooting
1176,2026-08-13,inferred,1239,Counter Culture,,counter-culture,SEASON 10 LEVEL: 1,active,https://www.futbin.com/26/evolutions/1239/counter-culture
1177,2026-08-13,inferred,1240,Two-Way Titan,,two-way-titan,SEASON 10 LEVEL: 1,active,https://www.futbin.com/26/evolutions/1240/two-way-titan
1178,2026-08-13,inferred,1241,Va Va Voom,,va-va-voom,"1,000 PRE SEASON TOKENS",active,https://www.futbin.com/26/evolutions/1241/va-va-voom
1179,2026-08-13,inferred,1242,Max Defending,,max-defending,SEASON 10 LEVEL: 10,active,https://www.futbin.com/26/evolutions/1242/max-defending
1180,2026-08-13,inferred,1243,Hard Yards,,hard-yards,SEASON 10 LEVEL: 8,active,https://www.futbin.com/26/evolutions/1243/hard-yards
1181,2026-08-13,inferred,1244,Carpet Football,,carpet-football,500 PRE SEASON TOKENS,active,https://www.futbin.com/26/evolutions/1244/carpet-football
1182,2026-08-13,inferred,1245,The Pivot Point,,the-pivot-point,REWARDS,active,https://www.futbin.com/26/evolutions/1245/the-pivot-point
1183,2026-08-13,inferred,1246,Face Value,,face-value,REWARDS,active,https://www.futbin.com/26/evolutions/1246/face-value
1184,2026-08-13,inferred,1247,Apex Attacker,,apex-attacker,REWARDS,active,https://www.futbin.com/26/evolutions/1247/apex-attacker
1185,2026-08-13,exact,1249,Back to the Silver Age,,back-to-the-silver-age,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1249/back-to-the-silver-age
1186,2026-08-14,exact,1250,97 Times,,97-times,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1250/97-times
1187,2026-08-14,exact,1251,Passing Focus,,passing-focus,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1251/passing-focus
1188,2026-08-14,inferred,1252,Pocket Inspector,,pocket-inspector,100 PRE SEASON TOKENS,active,https://www.futbin.com/26/evolutions/1252/pocket-inspector
1189,2026-08-15,inferred,1253,Creative License,,creative-license,100 PRE SEASON TOKEN STORE,active,https://www.futbin.com/26/evolutions/1253/creative-license
1190,2026-08-15,inferred,1254,Class on Grass,,class-on-grass,200 PRE SEASON TOKENS,active,https://www.futbin.com/26/evolutions/1254/class-on-grass
1191,2026-08-15,exact,1255,Fidget Spinner,,fidget-spinner,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1255/fidget-spinner
1192,2026-08-16,inferred,1256,99 SHO,,99-sho,STORE PACK,active,https://www.futbin.com/26/evolutions/1256/99-sho
1193,2026-08-16,exact,1257,Quick Step+,,quick-step,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/1257/quick-step
1194,2026-08-17,inferred,1258,Guard Duty,,guard-duty,REWARDS|EXPIRING SOON,active,https://www.futbin.com/26/evolutions/1258/guard-duty
1195,2026-08-17,exact,1259,Final Touches,,final-touches,EVOLUTIONS|EXPIRING SOON,active,https://www.futbin.com/26/evolutions/1259/final-touches
1196,2026-08-18,inferred,1260,The 12th Man,,the-12th-man,REWARDS,expired,https://www.futbin.com/26/evolutions/1260/the-12th-man
1197,2026-08-18,exact,1261,Wall of Fame,,wall-of-fame,EVOLUTIONS,active,https://www.futbin.com/26/evolutions/1261/wall-of-fame
1198,2026-08-19,exact,1262,The Vanguard,,the-vanguard,EVOLUTIONS,active,https://www.futbin.com/26/evolutions/1262/the-vanguard
1199,2026-08-20,inferred,1263,Instant Magnet,,instant-magnet,REWARDS,expired,https://www.futbin.com/26/evolutions/1263/instant-magnet
1200,2026-08-20,exact,1264,FUTTIES Finale,,futties-finale,EVOLUTIONS,active,https://www.futbin.com/26/evolutions/1264/futties-finale
1201,2026-08-21,exact,1265,Endgame Echoes,,endgame-echoes,EVOLUTIONS,active,https://www.futbin.com/26/evolutions/1265/endgame-echoes
1202,2026-08-21,exact,1266,Winter Wildcards,,winter-wildcards,COSMETICS,active,https://www.futbin.com/26/evolutions/1266/winter-wildcards
1203,2026-08-21,exact,1267,Time Warp,,time-warp,COSMETICS,active,https://www.futbin.com/26/evolutions/1267/time-warp
1204,2026-08-21,exact,1268,Ultimate Scream,,ultimate-scream,COSMETICS,active,https://www.futbin.com/26/evolutions/1268/ultimate-scream
1205,2026-08-21,exact,1269,Thunderstruck,,thunderstruck,COSMETICS,active,https://www.futbin.com/26/evolutions/1269/thunderstruck
1206,2026-08-21,exact,1270,FUT Birthday 18 Retro,,fut-birthday-18-retro,COSMETICS,active,https://www.futbin.com/26/evolutions/1270/fut-birthday-18-retro
1207,2026-08-21,exact,1271,Unbreakables,,unbreakables,COSMETICS,active,https://www.futbin.com/26/evolutions/1271/unbreakables
1208,2026-08-21,exact,1272,Knockout Royalty,,knockout-royalty,COSMETICS,active,https://www.futbin.com/26/evolutions/1272/knockout-royalty
1209,2026-08-21,exact,1273,FUT Birthday 20 Retro,,fut-birthday-20-retro,COSMETICS,active,https://www.futbin.com/26/evolutions/1273/fut-birthday-20-retro
1210,2026-08-21,exact,1274,Joga Bonito,,joga-bonito,COSMETICS,active,https://www.futbin.com/26/evolutions/1274/joga-bonito
1211,2026-08-21,exact,1275,FUT Birthday 19 Retro,,fut-birthday-19-retro,COSMETICS,active,https://www.futbin.com/26/evolutions/1275/fut-birthday-19-retro
1212,2026-08-22,inferred,1276,Order 67,,order-67,100 PRE SEASON TOKENS,active,https://www.futbin.com/26/evolutions/1276/order-67
1213,2026-08-22,exact,1277,Leyenda de Moncada,,leyenda-de-moncada,EVOLUTIONS,active,https://www.futbin.com/26/evolutions/1277/leyenda-de-moncada
1214,2026-08-22,inferred,1278,Keep Better Kompany,,keep-better-kompany,100 PRE SEASON TOKENS,active,https://www.futbin.com/26/evolutions/1278/keep-better-kompany
1215,2026-08-23,inferred,1279,Prime Iconic Attacker,,prime-iconic-attacker,200 PRE SEASON TOKENS,active,https://www.futbin.com/26/evolutions/1279/prime-iconic-attacker
1216,2026-08-23,exact,1280,Guardian of the Wing,,guardian-of-the-wing,EVOLUTIONS,active,https://www.futbin.com/26/evolutions/1280/guardian-of-the-wing
1217,2026-08-24,exact,1281,The Tenant,,the-tenant,EVOLUTIONS,active,https://www.futbin.com/26/evolutions/1281/the-tenant
