releaseDate,evolutionId,name,category,inputOverallMax,inputPlaystylePlusMax,outputOverall,positions,rarity,playstylePlusAddCount,playstylePlusAdded,free,repeatable,dateConfidence,sourceUrl
2026-05-12,843,Quick Twitch,EVOLUTIONS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,8,exact,https://www.futbin.com/26/evolutions/843/quick-twitch
2026-05-13,844,Midfield Migration,EVOLUTIONS,89,,91,LB,Not Rarity: World Tour Silver Stars,3,Intercept | Pinged Pass | Technical,,true,exact,https://www.futbin.com/26/evolutions/844/midfield-migration
2026-05-14,845,Keep the Ball,EVOLUTIONS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,5,exact,https://www.futbin.com/26/evolutions/845/keep-the-ball
2026-05-15,846,TOTS Career Path - Starter,EVOLUTIONS,89,,90,ST,Not Rarity: World Tour Silver Stars,0,,true,true,exact,https://www.futbin.com/26/evolutions/846/tots-career-path-starter
2026-05-15,847,Total Football,EVOLUTIONS,91,,93,CAM,Not Rarity: World Tour Silver Stars,3,Finesse Shot | Tiki Taka | Incisive Pass,,true,inferred,https://www.futbin.com/26/evolutions/847/total-football
2026-05-16,848,Low Driven+,REWARDS,90,,,,Not Rarity: World Tour Silver Stars,1,Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/848/low-driven
2026-05-16,849,Five Star Phenom,EVOLUTIONS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,exact,https://www.futbin.com/26/evolutions/849/five-star-phenom
2026-05-17,850,TOTS Career Path II - LM,EVOLUTIONS,90,,91,,Rarity: TOTS Evolution,1,Finesse Shot,true,true,exact,https://www.futbin.com/26/evolutions/850/tots-career-path-ii-lm
2026-05-17,851,TOTS Career Path II - RM,EVOLUTIONS,90,,91,,Rarity: TOTS Evolution,1,Finesse Shot,true,true,exact,https://www.futbin.com/26/evolutions/851/tots-career-path-ii-rm
2026-05-17,852,TOTS Career Path II - CAM,EVOLUTIONS,90,,91,,Rarity: TOTS Evolution,1,Incisive Pass,true,true,exact,https://www.futbin.com/26/evolutions/852/tots-career-path-ii-cam
2026-05-18,853,Elite Link-Up,EVOLUTIONS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,4,exact,https://www.futbin.com/26/evolutions/853/elite-link-up
2026-05-18,854,Backline Instinct,REWARDS,90,,,,Not Rarity: World Tour Silver Stars,0,,true,5,inferred,https://www.futbin.com/26/evolutions/854/backline-instinct
2026-05-18,855,Far Reach+,REWARDS,90,,,GK,Not Rarity: World Tour Silver Stars,1,Far Reach,true,true,inferred,https://www.futbin.com/26/evolutions/855/far-reach
2026-05-18,856,Enforcer+,REWARDS,90,,,,Not Rarity: World Tour Silver Stars,1,Enforcer,true,true,inferred,https://www.futbin.com/26/evolutions/856/enforcer
2026-05-19,857,Quick Step,REWARDS,90,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/857/quick-step
2026-05-19,858,Defensive Perfection,REWARDS,90,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/858/defensive-perfection
2026-05-19,859,Attacking Excellence,REWARDS,90,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/859/attacking-excellence
2026-05-19,860,Sterling Ascension,REWARDS,74,,92,,Not Rarity: World Tour Silver Stars,3,Quick Step | Pinged Pass | Press Proven,true,true,inferred,https://www.futbin.com/26/evolutions/860/sterling-ascension
2026-05-19,861,Defensive Masterclass,EVOLUTIONS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/861/defensive-masterclass
2026-05-20,862,TOTS Career Path III - LW,EVOLUTIONS,91,,93,,Rarity: TOTS Evolution,2,Rapid | Pinged Pass,true,true,exact,https://www.futbin.com/26/evolutions/862/tots-career-path-iii-lw
2026-05-20,863,TOTS Career Path III - RW,EVOLUTIONS,91,,93,,Rarity: TOTS Evolution,2,Rapid | Pinged Pass,true,true,exact,https://www.futbin.com/26/evolutions/863/tots-career-path-iii-rw
2026-05-20,864,TOTS Career Path III - CM,EVOLUTIONS,91,,93,,Rarity: TOTS Evolution,2,Intercept | Tiki Taka,true,true,exact,https://www.futbin.com/26/evolutions/864/tots-career-path-iii-cm
2026-05-21,865,Composed Authority,EVOLUTIONS,90,,92,CB,Not Rarity: World Tour Silver Stars,2,Anticipate | Jockey,,true,exact,https://www.futbin.com/26/evolutions/865/composed-authority
2026-05-22,866,Making the Case,EVOLUTIONS,91,,93,CDM,Not Rarity: World Tour Silver Stars,3,Intercept | Pinged Pass | Anticipate,,true,exact,https://www.futbin.com/26/evolutions/866/making-the-case
2026-05-23,867,Polished Perfection,TRAINING CAMP,89,,91,,Not Rarity: World Tour Silver Stars,2,Low Driven Shot | Gamechanger,true,true,inferred,https://www.futbin.com/26/evolutions/867/polished-perfection
2026-05-23,868,Poldi's Strike,EVOLUTIONS,89,,91,LW,Not Rarity: World Tour Silver Stars,3,Low Driven Shot | Quick Step | Finesse Shot,true,true,exact,https://www.futbin.com/26/evolutions/868/poldis-strike
2026-05-24,869,Dash & Dazzle,EVOLUTIONS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/869/dash--dazzle
2026-05-25,870,Spinning Top,EVOLUTIONS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,5,exact,https://www.futbin.com/26/evolutions/870/spinning-top
2026-05-26,871,Tater TOTS,EVOLUTIONS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,5,exact,https://www.futbin.com/26/evolutions/871/tater-tots
2026-05-27,872,The GOATkeeper,EVOLUTIONS,90,,92,GK,Not Rarity: World Tour Silver Stars,3,Far Reach | Pinged Pass | Footwork,,true,exact,https://www.futbin.com/26/evolutions/872/the-goatkeeper
2026-05-27,873,Gamechanger+,EVOLUTIONS,90,,,,Not Rarity: World Tour Silver Stars,1,Gamechanger,true,true,inferred,https://www.futbin.com/26/evolutions/873/gamechanger
2026-05-27,874,Quick Step+,EVOLUTIONS,90,,,,Not Rarity: World Tour Silver Stars,1,Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/874/quick-step
2026-05-28,875,Pinged Pass+,EVOLUTIONS,90,,,,Not Rarity: World Tour Silver Stars,1,Pinged Pass,true,true,inferred,https://www.futbin.com/26/evolutions/875/pinged-pass
2026-05-28,876,Perfect Timing,EVOLUTIONS,90,,,,Not Rarity: World Tour Silver Stars,0,,true,3,inferred,https://www.futbin.com/26/evolutions/876/perfect-timing
2026-05-28,877,Ultimate End,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,true,2,exact,https://www.futbin.com/26/evolutions/877/ultimate-end
2026-05-29,878,History in Ten,EVOLUTIONS,91,,93,ST,Not Rarity: World Tour Silver Stars,3,Finesse Shot | Low Driven Shot | Rapid,,true,exact,https://www.futbin.com/26/evolutions/878/history-in-ten
2026-05-29,879,Smooth Operator,EVOLUTIONS,89,,,,Not Rarity: World Tour Silver Stars,1,First Touch,true,2,exact,https://www.futbin.com/26/evolutions/879/smooth-operator
2026-05-30,880,Enforcer+,REWARDS,90,,,,Not Rarity: World Tour Silver Stars,1,Enforcer,true,true,inferred,https://www.futbin.com/26/evolutions/880/enforcer
2026-05-30,881,Goal Bound,EVOLUTIONS,,,,,Not Rarity: World Tour Silver Stars,1,Low Driven Shot,,2,exact,https://www.futbin.com/26/evolutions/881/goal-bound
2026-05-30,882,Prime Heroes,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/882/prime-heroes
2026-05-31,883,Born to Roam,EVOLUTIONS,90,,92,LM,Not Rarity: World Tour Silver Stars,3,Technical | Rapid | Pinged Pass,,true,exact,https://www.futbin.com/26/evolutions/883/born-to-roam
2026-06-01,884,Rock & Resolve,EVOLUTIONS,,,,,Not Rarity: World Tour Silver Stars,1,Intercept,,2,exact,https://www.futbin.com/26/evolutions/884/rock--resolve
2026-06-02,885,Street Slick,EVOLUTIONS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,5,exact,https://www.futbin.com/26/evolutions/885/street-slick
2026-06-03,886,Technical+,REWARDS,90,,,,Not Rarity: World Tour Silver Stars,1,Technical,true,true,inferred,https://www.futbin.com/26/evolutions/886/technical
2026-06-03,887,Perfect Poise,EVOLUTIONS,90,,,,Not Rarity: World Tour Silver Stars,3,Quick Step | Press Proven | Enforcer,,true,exact,https://www.futbin.com/26/evolutions/887/perfect-poise
2026-06-03,888,Far Reach+,PLAYSTYLES+ LAB,,,,GK,,1,Far Reach,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/888/far-reach
2026-06-03,889,Technical+,PLAYSTYLES+ LAB,,,,,,1,Technical,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/889/technical
2026-06-03,890,Intercept+,PLAYSTYLES+ LAB,,,,,,1,Intercept,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/890/intercept
2026-06-03,891,Tiki Taka+,PLAYSTYLES+ LAB,,,,,,1,Tiki Taka,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/891/tiki-taka
2026-06-03,892,Low Driven Shot+,PLAYSTYLES+ LAB,,,,,,1,Low Driven Shot,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/892/low-driven-shot
2026-06-03,893,Footwork+,PLAYSTYLES+ LAB,,,,GK,,1,Footwork,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/893/footwork
2026-06-03,894,Jockey+,PLAYSTYLES+ LAB,,,,,,1,Jockey,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/894/jockey
2026-06-03,895,Anticipate+,PLAYSTYLES+ LAB,,,,,,1,Anticipate,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/895/anticipate
2026-06-03,896,Finesse Shot+,PLAYSTYLES+ LAB,,,,,,1,Finesse Shot,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/896/finesse-shot
2026-06-03,897,Incisive Pass+,PLAYSTYLES+ LAB,,,,,,1,Incisive Pass,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/897/incisive-pass
2026-06-03,898,Quick Step+,PLAYSTYLES+ LAB,,,,,,1,Quick Step,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/898/quick-step
2026-06-03,899,Rapid+,PLAYSTYLES+ LAB,,,,,,1,Rapid,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/899/rapid
2026-06-03,900,Pinged Pass+,PLAYSTYLES+ LAB,,,,,,1,Pinged Pass,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/900/pinged-pass
2026-06-03,901,Bruiser+,PLAYSTYLES+ LAB,,,,,,1,Bruiser,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/901/bruiser
2026-06-03,902,Relentless+,PLAYSTYLES+ LAB,,,,,,1,Relentless,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/902/relentless
2026-06-03,903,Long Ball Pass+,PLAYSTYLES+ LAB,,,,,,1,Long Ball Pass,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/903/long-ball-pass
2026-06-03,904,Inventive+,PLAYSTYLES+ LAB,,,,,,1,Inventive,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/904/inventive
2026-06-03,905,Cross Claimer+,PLAYSTYLES+ LAB,,,,GK,,1,Cross Claimer,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/905/cross-claimer
2026-06-04,906,First Touch+,PLAYSTYLES+ LAB,,,,,,1,First Touch,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/906/first-touch
2026-06-04,907,1v1 Close Down+,PLAYSTYLES+ LAB,,,,GK,,1,Rush Out,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/907/1v1-close-down
2026-06-04,908,Trickster+,PLAYSTYLES+ LAB,,,,,,1,Trickster,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/908/trickster
2026-06-04,909,Press Proven+,PLAYSTYLES+ LAB,,,,,,1,Press Proven,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/909/press-proven
2026-06-04,910,Block+,PLAYSTYLES+ LAB,,,,,,1,Block,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/910/block
2026-06-04,911,Gamechanger+,PLAYSTYLES+ LAB,,,,,,1,Gamechanger,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/911/gamechanger
2026-06-04,912,Deflector+,PLAYSTYLES+ LAB,,,,GK,,1,Deflector,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/912/deflector
2026-06-04,913,Power Shot+,PLAYSTYLES+ LAB,,,,,,1,Power Shot,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/913/power-shot
2026-06-04,914,Enforcer+,PLAYSTYLES+ LAB,,,,,,1,Enforcer,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/914/enforcer
2026-06-04,915,Chip Shot+,PLAYSTYLES+ LAB,,,,,,1,Chip Shot,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/915/chip-shot
2026-06-04,916,Acrobatic+,PLAYSTYLES+ LAB,,,,,,1,Acrobatic,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/916/acrobatic
2026-06-04,917,Dead Ball+,PLAYSTYLES+ LAB,,,,,,1,Dead Ball,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/917/dead-ball
2026-06-04,918,Slide Tackle+,PLAYSTYLES+ LAB,,,,,,1,Slide Tackle,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/918/slide-tackle
2026-06-04,919,Long Throw+,PLAYSTYLES+ LAB,,,,,,1,Long Throw,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/919/long-throw
2026-06-04,920,Aerial Fortress+,PLAYSTYLES+ LAB,,,,,,1,Aerial Fortress,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/920/aerial-fortress
2026-06-04,921,Far Throw+,PLAYSTYLES+ LAB,,,,GK,,1,Far Throw,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/921/far-throw
2026-06-04,922,Whipped Pass+,PLAYSTYLES+ LAB,,,,,,1,Whipped Pass,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/922/whipped-pass
2026-06-04,923,Precision Header+,PLAYSTYLES+ LAB,,,,,,1,Precision Header,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/923/precision-header
2026-06-04,924,GK Roles++,ROLES,96,,,GK,,0,,,11,exact,https://www.futbin.com/26/evolutions/924/gk-roles
2026-06-04,925,CB Roles++,ROLES,96,,,CB,,0,,,11,exact,https://www.futbin.com/26/evolutions/925/cb-roles
2026-06-04,926,LB Roles++,ROLES,96,,,LB,,0,,,11,exact,https://www.futbin.com/26/evolutions/926/lb-roles
2026-06-04,927,RB Roles++,ROLES,96,,,RB,,0,,,11,exact,https://www.futbin.com/26/evolutions/927/rb-roles
2026-06-04,928,CDM Roles++,ROLES,96,,,CDM,,0,,,11,exact,https://www.futbin.com/26/evolutions/928/cdm-roles
2026-06-04,929,CM Roles++,ROLES,96,,,CM,,0,,,11,exact,https://www.futbin.com/26/evolutions/929/cm-roles
2026-06-04,930,CAM Roles++,ROLES,96,,,CAM,,0,,,11,exact,https://www.futbin.com/26/evolutions/930/cam-roles
2026-06-04,931,LM Roles++,ROLES,96,,,LM,,0,,,11,exact,https://www.futbin.com/26/evolutions/931/lm-roles
2026-06-04,932,RM Roles++,ROLES,96,,,RM,,0,,,11,exact,https://www.futbin.com/26/evolutions/932/rm-roles
2026-06-04,933,ST Roles++,ROLES,96,,,ST,,0,,,11,exact,https://www.futbin.com/26/evolutions/933/st-roles
2026-06-04,934,RW Roles++,ROLES,96,,,RW,,0,,,11,exact,https://www.futbin.com/26/evolutions/934/rw-roles
2026-06-04,935,LW Roles++,ROLES,96,,,LW,,0,,,11,inferred,https://www.futbin.com/26/evolutions/935/lw-roles
2026-06-04,936,Finesse Shot,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/936/finesse-shot
2026-06-04,937,Intercept,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/937/intercept
2026-06-04,938,Incisive Pass,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/938/incisive-pass
2026-06-04,939,Quick Step,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/939/quick-step
2026-06-04,940,Tiki Taka,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/940/tiki-taka
2026-06-04,941,Bruiser,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/941/bruiser
2026-06-04,942,Pinged Pass,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/942/pinged-pass
2026-06-04,943,Rapid,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/943/rapid
2026-06-04,944,Jockey,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/944/jockey
2026-06-04,945,Anticipate,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/945/anticipate
2026-06-04,946,Low Driven Shot,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/946/low-driven-shot
2026-06-04,947,Far Reach,PLAYSTYLES LAB,,,,GK,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/947/far-reach
2026-06-04,948,Footwork,PLAYSTYLES LAB,,,,GK,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/948/footwork
2026-06-04,949,Technical,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/949/technical
2026-06-04,950,Enforcer,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/950/enforcer
2026-06-04,951,Long Ball Pass,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/951/long-ball-pass
2026-06-04,952,Deflector,PLAYSTYLES LAB,,,,GK,,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/952/deflector
2026-06-04,953,Trickster,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/953/trickster
2026-06-04,954,Gamechanger,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/954/gamechanger
2026-06-04,955,Cross Claimer,PLAYSTYLES LAB,,,,GK,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/955/cross-claimer
2026-06-04,956,Press Proven,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/956/press-proven
2026-06-04,957,Block,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/957/block
2026-06-04,958,Inventive,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/958/inventive
2026-06-04,959,Power Shot,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/959/power-shot
2026-06-04,960,1v1 Close Down,PLAYSTYLES LAB,,,,GK,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/960/1v1-close-down
2026-06-04,961,Relentless,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/961/relentless
2026-06-04,962,First Touch,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/962/first-touch
2026-06-04,963,Far Throw,PLAYSTYLES LAB,,,,GK,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/963/far-throw
2026-06-04,964,Whipped Pass,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/964/whipped-pass
2026-06-04,965,Slide Tackle,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/965/slide-tackle
2026-06-04,966,Aerial Fortress,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/966/aerial-fortress
2026-06-04,967,Chip Shot,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/967/chip-shot
2026-06-04,968,Precision Header,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/968/precision-header
2026-06-04,969,Acrobatic,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/969/acrobatic
2026-06-04,970,Long Throw,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/970/long-throw
2026-06-04,971,Dead Ball,PLAYSTYLES LAB,,,,,,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/971/dead-ball
2026-06-04,972,Finesse Shot+,SEASON 8 LEVEL: 28,94,,,,Not Rarity: World Tour Silver Stars,1,Finesse Shot,true,true,inferred,https://www.futbin.com/26/evolutions/972/finesse-shot
2026-06-04,973,Intercept+,SEASON 8 LEVEL: 27,93,,,,Not Rarity: World Tour Silver Stars,1,Intercept,true,true,inferred,https://www.futbin.com/26/evolutions/973/intercept
2026-06-04,974,The Main Event,2000 FOF TOKENS,92,,97,ST,Not Rarity: World Tour Silver Stars,2,Finesse Shot | Incisive Pass,,true,inferred,https://www.futbin.com/26/evolutions/974/the-main-event
2026-06-04,975,Deadeye,SEASON 8 LEVEL: 21,90,,91,,Not Rarity: World Tour Silver Stars,2,Finesse Shot | Low Driven Shot,true,3,inferred,https://www.futbin.com/26/evolutions/975/deadeye
2026-06-04,976,No Looking Back,SEASON 8 LEVEL: 18,,,,,Not Rarity: World Tour Silver Stars,1,Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/976/no-looking-back
2026-06-04,977,Afterburner,SEASON 8 LEVEL: 10,92,,93,,Not Rarity: World Tour Silver Stars,0,,true,5,inferred,https://www.futbin.com/26/evolutions/977/afterburner
2026-06-04,978,Covering Ground,SEASON 8 LEVEL: 1,92,,95,,Not Rarity: World Tour Silver Stars,0,,true,8,inferred,https://www.futbin.com/26/evolutions/978/covering-ground
